,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
SIM,5.3455E-05,0.000504857,0.002612302,2.71874E-06,2.49125E-05,0,0.000972826,6.87944E-05,0.000234434,2.38448E-05,0,0,0.00317078,0,0.000144048,8.90398E-05,3.88671E-05,2.03729E-05,0.000340998,0.000135859,2.37586E-05,1.2575E-06,0,1.54311E-05,6.74338E-05,8.76442E-06,0.000141404,0,0.000344563,0,3.63929E-05,0.000406443,0,3.41618E-05,5.79696E-05,0.001813477,0,0,0,5.45597E-05,0.002323529,0,0,8.90308E-06,1.3316E-05,0.000142426,0.000225285,9.33026E-05,1.85231E-05,0,0.000112828,4.52927E-05,2.10572E-05,1.54035E-05,2.13488E-05,5.25156E-05,0.000294741,0.000455277,0,0,0,0,0.000501783,0,0.000177302,1.8314E-05,0.0003079,0.000104573,2.55087E-07,3.79851E-07,3.92209E-05,0,4.02076E-05,0,0.000126045,0,0.000196987,0.000350306,9.57794E-05,0.000164712,4.42092E-06,4.90822E-05,0,8.91787E-05,0,0.000213415,0.000137282,6.19122E-05,0,0,0,6.29058E-05,5.36575E-05,0.002064687,0.000750638,0.000920992,0,1.03765E-05,0,0.004081534,6.20862E-06,3.19041E-05,0.000520864,0,0,4.20562E-05,0.000239336,0,0,0.000183931,4.40147E-07,3.95225E-05,3.44525E-05,0.000699784,0,7.03324E-05,0,6.23891E-05,0,3.52259E-06,1.68424E-05,0.000105532,0,0.008297844,0.002059197,1.17114E-05,2.62295E-05,0,0.000754479,0.00030532,0,0,0,0.000411852,6.37602E-05,0,0.000402477,0.000364768,0,0,4.71588E-05,2.69428E-05,1.14598E-06,0.000109216,1.04396E-06,0,6.38087E-06,7.71097E-06,7.69847E-06,0,0,0,0,0.00070697,0,0.000110777,0.0012126,0.001404477,0.000125757,0,0,0,6.6946E-07,6.69141E-05,0.001023311,0,4.93849E-05,0.000359192,0,0,0,0,0.000117776,9.38403E-05,5.77718E-06,0,0.001548533,6.26617E-05,0.00026796,0.000298545,7.728E-05,0.00024248,0.001368386,0,0.00037483,3.05319E-05,2.76655E-05,0,3.87684E-06,7.56082E-05,6.4469E-05,0.000435326,1.33545E-05,0.001157486,0.000287591,0,0.000210075,8.81604E-05,0,0.000717446,6.63069E-06,8.99676E-06,8.56934E-06,0.000470883,4.27671E-05,0.000347627,0,5.99106E-06,8.19599E-05,0.000573977,0,0.000178125,0
SMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09228E-05,0,0,0,0,0,0,0,0.000288832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01272161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278693354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98923E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083050769,0,0,0,0,0,0,0,0.002508447,0.002814554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329222,0,4.08861E-05,0,0,0,0,0,0,0,0.031228153,0,0,0,0,0,0
SNc,0,0,0,0,0,0,0,0,0,0,0.008735638,0.001517474,0,0,0,0,0,0,0,0,0.000618309,0,0,0,0,0.001223756,0.003515757,0,0,0,0,0.012299988,0.06650474,0,0.00025511,0,0.033709452,0,0,0,0,0,0,0,0.078512604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001289015,0,0.009003258,0,0.042725414,0,0,0.003763874,0,0,0,0,0,0,0,0,0,0,0,0.002195597,0,0.000384454,0,0,0,0,0,0,0.001015935,0.0004078,0.000197792,0.00016093,0,0.000416866,0,0,0,0,0,0,0,0,0,0,0.001338663,0.00186228,0,0,0,0,0,0,0,0,0,0.000584439,0,0.131286653,0,0,0,0.000725846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012574716,0,0,0,0,0,0,0,0,0,0,0.004148243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002948923,0.001427792,0.002459151,0,0,0,0,0.002485319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209779,0
SNr,0,0,0,0,0,0,0.000395699,0.000362539,0,0,0,0,0.000855762,0.000363089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044904449,0,0,0,0,0.00074582,0,0.00031487,0.005511784,0,0,0,0,0,0,0,0,0,0.001869837,0,0.000370429,0,0,0,0,0.000347907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030582118,0,0,0,0,0,0.00030351,0,0.000229487,0,0.010419378,0,0,0,0,0,0,0,0,0,0,0,0,0.000166384,0,0,0,0,0,0,0,0,0.000307703,0,0,0,0,0,0,0.011398943,0.001539274,0.000628259,0,0,0,0.001572391,0.000221685,0,0.00397994,0.000199851,0,0,0.00206747,0,0.000430593,0,0,0,0,0,0,0,0,0.000121589,0,3.3379E-07,0,0,0.002888789,0,0,0,0,0,0,0,0,0.206065617,0,0,0,0.000513634,0,0,0,0.000316306,0,0,0.00166922,0,0,0,0,0.002795206,0,0.00159715,0.000914114,0,0.000747437,0.001862105,0,0,0,0,0,0,0,0.000395998,0,0,0.000123494,0,0,0.014415786,0.00018776,0,0.000601482,0,0,0,0,4.13788E-05,0,0.007910264,0,0,0.000113892,0.004599022,0,0
SOC,0,0.006622235,0,0.00345085,0,0,0,0.016657246,0.004998827,0,0,0,0,0,0.016882151,0,0,0,0.006406872,0,0,0,0,0.0874758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533808565,0,0,0,0.013703132,0.024337397,0.004935826,0,0.003978636,0,0,0,0,0,0,9.257164113,0,0,0,0,0,0,0,0,0,0,9.491079589,0,0,0,0,0,0,0,0,0.020196722,0,0,0,0.005086729,0,0,0,0,4.310540909,0,0,0,0,0,0,0,0,0,0,0.001820742,0.056879597,0,0,0,0,0,0.153502891,0,0,0,0,0,0,0,0,0,0.054050752,0,0,0,0,1.774481572,0,0.972975216,0.017552682,0,0,0,0,0,0.977320105,0.109314147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029516219,0,0,0,0,0,0,0,0,0,0,0.001357245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553824234,0,0.009857329,0,0,0,0,0,0,0,0,0,0,0,0.019224281,0,0,0,0,0,0,0,0,0.677062703,0.00012015,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA,0.044626498,0,0,0.018620755,0,0,0.933037263,0.456260273,0.024682267,0,0,0,0.005849068,0.003918577,0,0.001297367,0,0.000528338,0.00410971,0.047315505,0,0.041680711,0,0,0,0,0,0.098236062,0.004158481,0,0.639331444,0,0.064188408,0,0,5.573872162,0,0.006260231,1.25089E-05,0.000508692,0,0,0,0.012747734,0,0.410392855,0,0,0.225613582,0.027115391,0.003130912,0,0.046855647,0.239569029,0.627011679,0.023749467,0,1.580534173,0.014856445,0,0.003404167,0.001232687,0,0,0,0,0.002706906,0,0.015932334,0,0,0,0,0,0.155861488,0,0,0,0,0,0,0.007555368,0,0.103800065,0,0,0,0,6.12629E-05,0.002342596,0.001762565,0,0,0,1.184180563,0.472761502,0,0,0,0,0,0,0,0,0.000533001,0,6.1684E-05,0,0,0,0.011956719,0,0,0.042976197,0,0,0,0,0,0.002580323,0,0.37634227,0.018499155,0,0.005453154,0,0,0,0.104610981,0,0,0.011865695,0.007186594,0,0.00108825,0,0,0.001809981,0,0,0,0,0,0,0,0,0,0,0,0.002907578,0,0,0,0,0,0,0,0,0.102010997,0,0,0,0,0.812150446,0,0.080666278,0,0,0,0,0,0.015577728,0.000467598,0,0,0,0.166018583,0.022679683,0.288685445,0.165506117,0.000664542,0.135670526,0.53782776,0.000772477,0,0,0,0.000751059,0,0.280347411,0,0,0,0,0.000742193,0,0.207916395,0.002314625,0,0.962030037,0,0,0,0,0,0,0.542123267,0,0.025859071,0.017252102,0.055850152,0,0
SPFm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005221218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003533672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001103179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022496769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088958713,0,0,0.008164659,0,0,0,0,0,0,0,0,0,0.001464391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001628915,0,0,0,0.035036156,0,0,0,0,0,0,0,0,0,0,0.001126964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPFp,0,0,0,0,0,0,0,0,0,0,0,0,0.001507667,0,0,0.021298338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000866349,0,0,0.04659629,0,0,0,0,0,0,0,0,0,0,0,0.009379851,0,0,0,0,0,0.000243513,0,0.000392722,0,0,0,0,0,0,0,0,0,0,0.043020084,0,0,0,0,0,0,0,0,0,0,0,0.002436152,0,0,0,0,0,0,0,0.005895705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003199637,0,0,0,0,0,0,0.002399199,7.19369E-05,0.003617004,0,0,0,0,0,0,0,0,0.285880363,0,0,0,0,0,0.005711764,0.000575369,0.001649086,0,0,0.201005807,0.012142446,0,0,0.002651669,0.003135729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001389767,0,0,0,0.217867062,0.037762882,0.015193209,0.013084424,0,0,0,0,0.001173086,0,0,0,0,0,0,0.004704964,0,0,0,0.03757107,0.00805789,0.031693143,0,0,0,0,0,0,0,0,0,0,0,0.002947498,0,0,0.018047668,0,0,0,0,0.003012264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007347955,0.004909317,0.015192544,0.041810889,0
SPIV,0.001707354,0,9.20392E-05,0.001650516,0,0,0.001245177,0,0.001107859,0.003917068,0,0,0.007403517,0,0,0,0.000987718,0.000546418,0.001127749,0.000171072,0,2.52408E-05,9.21028E-06,0,0.000853903,2.09461E-05,0.000446578,0.000166859,0.029159866,0,0,0,0,0.000833921,0.000229498,0.004131637,0,0,0,0.003603044,0.002947217,0,9.42324E-05,0,0,0.001866721,0.002548143,0.00087182,6.02586E-05,0.000101254,0,0,0,0.000251106,0.000104059,0,0.291937515,0.001423128,0,0,0,0.009967174,0,0,0.006679576,0,0.002103079,0.201979443,4.16982E-05,0.025352826,0,0,0,0,0,0,0.002391965,0.019813905,7.31671E-06,0.000769228,0,0.000455909,0.073415176,0,0.000122257,0.04448268,0.000708212,0,0.002178501,0.003897492,0.000234673,0,0,0,0,0,0,0,0,0,0,0,0.004768206,0.000747801,0.007978333,0.00047938,0,0,0,0.014926939,0,0,0,0.007637688,0,0.000288466,0,0.000602198,0.098949836,0,0,0.000639547,0,0.004722314,0.007252601,0.050082878,0.055003783,0,0.005197026,0,0.000177722,0,0.002706141,0.00083724,0,0,0.002451186,0.005262184,0.074509937,0.048070207,0.035911484,0,0,0.000275123,0,0,0.000445463,0,0.009686134,0,0,0,0.000631201,0.009332624,0.011240898,0.000134345,0.001060995,0.000553622,0,0,0,0.000494235,0,0.000597247,0.000277861,0,0,0.000181494,0.017609313,0,0,0,0.211954935,0.001872756,0.021386856,0.005325,0.004525485,0.000134635,0.001525622,0.001479783,0,0.001101378,0.003821601,0,0.000224711,0.000537769,0.000210015,0,0,0.00117988,0.000350776,0,0,0,0.002502529,0,0,0.00233932,0.010508965,0.000805604,0.000760936,1.65568E-05,0.000297239,0.001483016,0,0.001076611,0,0,0,0,0.000313305,0,0.001595797
SPVC,0.000876061,0.000351835,0.001858553,0,1.41267E-06,0,0.000498689,0.000421366,0.00021952,0.018552673,0.001364135,0.002223271,0,8.62982E-05,0.000703242,0.009747835,9.41194E-05,0.002774479,0.000296987,0.000426475,0.000408878,0,0,0.000783781,0,0,0,0.000756028,0,0,0.000523644,3.36159E-05,0,0.000518602,0.000673494,0.008885769,0.000710784,0,0.005486206,0,0.001580722,0.000211525,0,0,0.000177294,0,0,0,0,6.21114E-05,0.000119081,0,8.68643E-06,3.93862E-05,0.000840568,0,0,0.000986209,0,0.001115744,0,0.040954883,0.00023547,0.001335083,0.044699063,0,0,0.070967214,0,0.015840984,0,0.000757033,0.000555589,0.000501615,0.011752428,0.000838092,0.002035851,0.050952518,3.9786E-05,0,4.04865E-05,0.00018701,0.022966486,0.002066884,0.043267655,0.101861552,0.00062545,0.000725059,0.000880224,0.008130162,0.000165666,8.68289E-05,0,0.002537586,0,0.003277545,0,0.000471644,0,0.117605403,0,0.004012872,0.001716809,0.000300816,0.034897065,0.000591369,0,0,0.002392854,0.006275853,3.54534E-06,1.71599E-06,6.57627E-05,0.00139216,3.11259E-05,0,0.075914871,0,0,0,0.000511844,7.85261E-05,0,0,0,0.005992849,0.040269612,0.003110224,0.003919649,8.35311E-06,0,0.004897556,0.011192269,0,0.000401666,0.008228548,0,0,0,0.026881839,0.00396839,0,0.000258988,0.000499066,0.000292518,0.002476249,0.000153197,0.000268575,0,0.000251051,0.003426188,0.00365543,0,0,0.01275313,0,0,0,0.000363062,0.00016198,0.125476817,0,0,0.001685815,0,0.017310505,0.003593275,0.004115723,0,0.001164948,0.002009749,0.002801869,0.003500778,0.015525389,0.007798489,0.005072344,0.034731826,0.000117813,0,0.000622113,0.000179701,0.000364406,0.003511263,0,0,0,7.27182E-05,0,0.005822885,0.000132792,0.000219261,0.004179203,0,0.001197871,0.001404474,0,0,0,0,0.000156423,0,0,0,0,0,1.89904E-05,0.007671304,0,0,0,0.004758449,0.003889826,0
SPVI,0,0.000785632,0.001468132,0,0,0,6.7017E-06,0,9.73555E-05,0.005413015,0,0,0.037476395,0,0,0.083578455,0,0,0.000100034,8.93447E-05,0,5.48691E-06,0,0,0,0,0,0.000290946,0,0.011360487,0,0,0.001499317,2.14062E-05,0,0,0.002052844,0.00946797,0.007542808,0,0.001065176,0,0,3.40081E-05,0,0,0,0,0,0,0,0.001745023,0,0,0.000253817,0.000127316,0.174868345,0.000245106,0,0.001657111,0,0.058381171,0.00025728,0,0.038701225,0.001445744,0.00192572,0,0,0.001883961,0,0,0,0,0,0,0,0,0,0,0,3.71478E-05,0.091835165,0.002848704,0.013971556,0,0,0,0.002619246,0.018251373,0.000956792,0,0,0.000311364,0,0,0,0,0,0.428545079,0,0.012559795,0,0,0.044672795,0,0,0.012617102,0.004770874,0,0,0.000141323,0,0,0,0,0,0,0.027812431,0.002575755,0,0,0.006860937,0,0.020381437,0.012111682,0.023700126,0,0.000544604,0.000121597,0,0.088704329,0.021630139,0.001784504,0,0.037800695,0.000132003,0.034172385,0.196638,0.140121525,0.004543712,0.050087218,5.07674E-05,0.000178471,0,0,0,0,0.001176015,0,0,0.000766471,0.012750439,0.036720561,0.029473202,0,6.02798E-05,0.000677259,0,0,0.373594957,0,0,0,0.049360056,0,0.004523508,0.002417201,0.025880633,0.000156101,0.000333371,0.033514679,0,0.038137007,0.084476549,0.029738428,0,0,0.000860937,0.000459496,0.000260597,0.000677094,0.000920249,0.003479357,0,0,0,0,0.002383073,0,0,0.097205193,0,0.00017274,0,0,0.054727841,0,0.009923645,0.000171087,6.77054E-05,0,0,0.000193849,0,4.14659E-05,0.004666021,0,0.077947846,0.146134147,0.008334543,0.019475865,0
SPVO,0.000775076,0,0,0,0,0,0.000916955,0.000275526,0.000226917,0.009169829,0.002392963,0.000773459,0.100116709,0.000231009,0,0.006929664,0.000290326,0,7.03979E-05,0,0.000576982,7.61623E-05,0,0,0,0,0,0,0.011813366,0.00404821,0.002438144,0.004215043,0,0.000344851,0.00037486,0.002432536,0,0.022486059,0,0,6.35617E-05,0,0.000379932,0.000315674,0.002770804,0.002521959,0.00214445,0.00038916,0,0,0.012832776,0.003224581,9.26018E-05,0,0,0,1.018397226,0,0,0,0,0.030823132,0.000118426,0,0,0.00270778,0.000327371,0,4.55524E-05,0.002948623,0,0,0,0,0,0,0.001004424,0.019795641,0,0,0,8.01365E-05,0.165301117,0,0.088960716,0.089694691,0,0,0,0,0,0.000119112,0,0.003312458,0,0.000837942,0,0,0,0.310544969,0,0.001477981,0.002890987,9.30111E-05,0.054515538,0.000655947,0.016498227,0,0.005905472,0.054653848,4.6511E-05,0,0,0.00119618,0,0.000177563,0.159946866,0.000575656,0.221136269,0.067532583,0.010533879,0.000567772,0,0,0.009575129,0.029320935,0.098822867,0,0.000660201,2.23407E-05,0,0.018407618,0.001134535,0,0.000187726,0.010168427,0,0.078193977,0.737223413,0.319877353,0,0.217218506,0,0,0,0,0,0,0.001135124,0,0,0.004164854,0.072438078,0.012300138,0.028879249,0,0.000266434,0,0,0,0.076335084,0.003069328,0,0,0.074629113,0.001742232,0,0,0.081738014,0.000617264,0.001254927,0.013862122,0,0.104046109,0.198602312,0.168543866,0.004512263,3.38004E-05,0.000883867,0.000266546,0,0.002542104,0.00725676,0,0.000325129,0,0,0,0.009874541,0.00073517,0.000210251,0.039692126,0,0.001891448,0.000759156,0,0.049335136,0.000866865,0.006211277,0.000258444,0,0,1.63837E-05,7.17685E-05,0.000116376,2.49322E-05,0.023209469,0,0,0.003563695,0.002486216,0.006140411,0
SSp-bfd,7.61781E-05,0.004174262,0.000133107,0,0,0,0.002080024,0.016520334,0.003665597,0.002387599,0.000120988,0.000100536,0.001894122,0.000337019,0.000767405,0.000147485,5.70489E-05,0.041398514,7.82311E-05,0.037694223,3.35778E-06,0,0,0,0.018276737,0.003443689,0.011007042,0,0.000291398,5.33083E-06,0.012044228,1.22304E-05,0.00160379,6.24596E-05,0,0.115198941,0.001584827,0.000402818,0.000138179,0.000134228,0.000714834,0,8.07331E-06,0.000265264,0.00020143,0.059346274,0.056498072,0.000419918,0.005623651,0,0.000273945,1.01989E-05,0.001984384,0,0,0,0.018378927,0,0,0,0,0.000164105,0.000773078,0,0.000474629,2.34244E-05,0.000261106,0.036417007,9.83833E-05,0.000435012,0,0,2.05754E-06,8.17894E-06,8.0177E-05,2.66921E-05,0.000208362,0.004649558,0.000344808,0,0,0,0.017723404,0,0.01681847,0.001817278,4.06515E-05,0,1.12038E-05,0,3.86291E-05,0,4.87693E-05,0.001074046,0.028623368,0.049994607,0,0,0,0.004643315,0,0.003090276,0.00048758,0.000230997,0.00012612,0,5.41548E-05,4.51011E-07,0.000466021,0.000512751,0.01274196,0,0.00887629,0,0,0.000189085,0.011167847,0.000156299,0.00067347,0.001809632,0.000725383,0.052899143,0.000462575,0.005981659,0.000861351,0.001379304,0.012058577,0.00012658,0.040770395,0,3.70917E-06,0,0,0.00038407,7.00566E-06,0.000346972,0.000212464,0.000338229,0.034448176,0.005724877,0.002091162,0.037110419,0,0.008006061,0,0,6.05932E-05,0,9.26559E-07,0,0.002464731,0.004954157,0.006971873,8.55601E-05,1.68062E-05,0,0.000723359,0,3.08832E-05,0,0.000761595,0.000291554,5.27842E-05,0,0.0002191,0.001482662,4.27277E-06,0.000267593,0.008611802,0.000335392,0.000145776,0,0.001597638,0.038843115,0.051017231,0.009576634,0.408289475,0.003647373,0,0,0.017605567,0,0.011884101,0,0.000265401,2.11863E-05,1.38019E-05,0,0.000415856,0.085486166,0,0.002403191,0,0.001492756,0.000317468,0,0,0.000282839,0.006583165,0,0.028293524,0,0.000621866,0.009953458,0.000220765,0,0.000771081,0,0,0,0,0.000325121,0.000349624
SSp-ll,0,0.027868595,0.016972963,0.019850332,0,0,0.000510097,0.002154023,0.007084491,0.000842443,0.00311437,0.000751986,0,0,0.000825442,0.000124313,3.24349E-05,0.056457178,0.063030224,0.059664074,0.000127456,0,0,0,0.001077508,0.000175222,0.002360323,0,0.000167349,0,0.000381508,0,0,0,0,0,0.005955343,0.000494595,6.06005E-05,0.000422091,4.53333E-05,0.000306775,5.47098E-05,0.000173418,0,0.014096278,0.01541465,0,0,0,0,3.34113E-05,0,0,0,0,0,0,0,0.000569738,0.00037725,0.000804599,0.005644218,0,0.000848889,0.000115593,3.20441E-05,0,0.000219474,0.001626693,4.3526E-05,0,2.05252E-05,0.000390327,0.001054216,0.000133169,0.000118877,0.009476005,0,0,0,5.8651E-06,0.015759936,0,0,0,0,2.56434E-05,8.7217E-06,0,1.91388E-05,1.69198E-05,0,0,0,0,0,0,0.000118208,0,0,0.009484951,7.90276E-05,0.002496736,0.000623808,0,9.71574E-05,2.46476E-05,0.000199332,0.014367415,0.008166549,0.001620135,0.012846249,0,0,3.40848E-05,0.048937574,0,0,0,0.008884582,0.014048963,0,0.000364419,0,0.000191401,0.016232675,0.001794203,0.003210597,0.005602652,0,0,0,0.000568612,1.27862E-05,0.000859227,0.000298658,0,0,0.013180161,0.007644022,0,0,0.017288805,0.00013175,0.000164902,2.62766E-06,0,0.000173559,6.23692E-05,0.006772317,0.002222948,0.001111381,0.000478731,0.00024814,0.000219196,0.002095117,0.003028672,0,0,0,0.000645123,1.42403E-06,0,0,0.001053123,0,0,2.61704E-05,0.000123503,0.000121835,0,0.003830772,0,0,0,0,0.553006275,0,0,0.207261971,0,0,0,1.77756E-05,0,0,0,0.001477413,0.0257902,0,0.006297414,0,0.000359912,0.000207926,0,0,0.00077737,0,0,0.002544328,0.001850914,0.00095415,0.003249183,0.000342863,0.000156489,0,0,0,0,0,9.85998E-05,0
SSp-m,3.7499E-05,0,0.004304362,0.000483658,0,0,0.005017783,0.030535109,0,0,0.000174592,0,0,0,1.78377E-05,0,0,0,0.000269061,0,9.63083E-08,0,0,0,0,0,0,0.004431811,0,4.80842E-05,0.02835104,0,0,0,0,0.578780637,0,0,4.02217E-06,0,0,0,1.09925E-05,0,0,0.032864508,0,0,0.004893154,0,0,0,0.009000948,0.005243861,0.010983803,6.59604E-05,0.04950726,0.060313925,0.000283605,0,0.00013673,0,0,0,0,5.626E-06,0,0.057646821,0,9.34288E-05,1.11131E-05,0,7.06894E-06,0,0,0,0,0,0.023458798,0.007261001,0,2.31662E-05,0.010105971,0,0.028154178,0.015180816,0,0,0,0,4.8572E-06,9.57399E-06,0,0.000740206,0.491412872,0.156805184,0,0,0,0,0,0,0,0,0,0,8.07668E-05,0,0,0.003987219,0,0,0,0,1.26487E-06,0,0,0,0.074612385,0.000480717,0,0.019645167,0,0,0.001236766,0.000261272,0,0,0,0,0,0.000384455,0,0,0,0,0,0,0.027771183,0.000696226,0,0.022568502,0,0,0,0,0,0,1.57697E-06,0,0,0.000484596,0.003466437,0,0,3.56423E-05,0,0,0,0,0,6.47275E-05,0,0.001304516,0.000159941,0,0,0,0.000932922,0,0,0,0,0.005170822,0.037858296,0.029926466,0.027537346,0.04292609,0.713586852,0.060123258,0,0.375226268,0.127385529,0,0.00015006,0,0,0.000876631,0.000339547,0.011023779,0,0,2.86021E-08,0,0,0.003145355,0.013644094,0,0.006712714,0.098637289,0,0,0,0,0,3.28547E-05,0,0,0.000123717,0.001913236,0.002697005,0,0.001089732
SSp-n,0.00014329,0,0,0,0,0,0,0.012490888,0,0.000416958,0,0,0.007255603,0,0,0.000103887,6.30314E-07,0,0,0,3.63488E-06,0,0,0,0,0,0,0.001951556,0.000261215,0,0.001199405,0,0,0.000165811,5.24967E-05,0.176176196,0,0.000792297,1.47823E-05,1.61958E-05,0.000929107,0,2.42745E-06,0,0,0,0.005758444,0.000134099,0,0,0.000282936,1.60463E-06,0,0.002418515,0.009608924,0.000357355,0.056739957,0.124278265,0.00022511,2.40703E-05,0.000177037,0.000301126,0,0,0.000419675,0,9.52321E-05,0.030447216,0,0.000213021,1.11271E-05,0,1.03857E-05,0,0,0,0.000277723,0,0.017774499,0.012709203,0,4.8598E-05,0.032035306,0,0.024060331,0,0.000154823,0,1.83029E-05,0,5.3868E-05,0,0,0.000598711,0.047233395,0,0,0,7.98171E-07,0,0,0.000348607,0.000736572,0,0,0.000111094,0.000174351,0,0,0.023958667,0,0,0,0,1.04735E-05,1.98351E-05,0,7.80578E-05,0.08919722,0.000130314,0,0,0,0.000437905,0.000156849,0.001815743,0.00920395,0,0.000532053,0,0,0.002032518,0,0.0001198,1.39293E-05,0,0,0.003318141,0.064608065,0.004926612,0,0.044469036,0,0,0,0,0,0,2.02878E-05,0,0,0,0.013643613,0,0,3.16314E-06,0,0,0.00047682,0,0,0.000269501,0,0,0.001090999,0,0,0,0.008960949,0,0,0,0.002615419,0.09352305,0.096858968,0.052224445,0.242760182,0.006389902,0.141342517,0.658236302,0,0,0.393854786,0,0.00010737,5.35879E-06,0,0.001528953,0,0.013277574,0,0.000455387,0,0.000500834,0.000344547,0.001089473,0.003001086,9.60627E-05,0.007424389,0.168631624,0,4.70981E-05,0,0,5.20183E-06,9.98176E-05,0,0,0.000259963,0.002392393,0.000314537,0,0
